tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,churn
51,57.2,2951.26,Month-to-month,Bank transfer,Fiber optic,1,0
38,105.02,3800.42,One year,Electronic check,Fiber optic,1,1
71,43.82,3344.54,Two year,Mailed check,DSL,2,0
54,50.05,2497.26,Month-to-month,Mailed check,Fiber optic,1,1
44,75.28,3234.75,Two year,Electronic check,Fiber optic,3,0
37,79.76,2968.74,Two year,Mailed check,No,5,1
3,82.41,605.6,Month-to-month,Bank transfer,No,2,1
5,92.78,387.82,Month-to-month,Credit card,Fiber optic,2,0
44,74.96,3178.55,One year,Mailed check,DSL,1,0
0,82.23,0.0,One year,Bank transfer,Fiber optic,0,1
3,63.52,489.16,Month-to-month,Bank transfer,DSL,2,1
15,71.57,567.29,One year,Mailed check,Fiber optic,0,0
64,72.69,4471.56,One year,Bank transfer,Fiber optic,1,0
33,75.38,2979.09,One year,Credit card,No,2,0
51,89.31,4661.35,One year,Electronic check,Fiber optic,0,0
30,83.88,2317.28,Month-to-month,Bank transfer,DSL,0,0
12,71.11,845.72,Month-to-month,Electronic check,No,3,0
27,49.77,1355.98,Month-to-month,Credit card,Fiber optic,1,0
6,71.69,582.45,Two year,Bank transfer,No,1,0
56,69.3,4211.89,Two year,Electronic check,No,4,0
13,74.83,1042.72,One year,Bank transfer,Fiber optic,2,0
27,125.16,3282.24,Month-to-month,Mailed check,Fiber optic,2,1
71,56.91,4181.98,One year,Electronic check,Fiber optic,2,0
43,80.56,3338.28,Month-to-month,Credit card,No,1,0
33,96.71,3005.48,Month-to-month,Mailed check,No,0,1
39,72.45,2508.77,Month-to-month,Electronic check,DSL,0,0
57,128.45,7039.71,Two year,Bank transfer,Fiber optic,1,0
18,60.55,928.52,Month-to-month,Mailed check,DSL,1,0
46,78.1,3380.7,One year,Bank transfer,Fiber optic,0,0
63,50.03,3208.26,Two year,Electronic check,Fiber optic,0,0
41,61.21,2293.79,One year,Credit card,No,1,0
32,76.22,1873.29,Month-to-month,Mailed check,Fiber optic,0,0
10,91.16,723.67,Two year,Mailed check,Fiber optic,3,0
18,77.98,1318.66,One year,Credit card,DSL,3,0
69,101.48,6892.99,Month-to-month,Bank transfer,DSL,0,1
39,67.63,2910.92,One year,Electronic check,Fiber optic,1,1
21,61.7,1185.17,Two year,Bank transfer,No,1,0
30,130.0,4058.57,Month-to-month,Bank transfer,Fiber optic,0,0
42,79.86,3350.53,Month-to-month,Mailed check,DSL,0,0
39,52.01,2020.89,Month-to-month,Electronic check,Fiber optic,0,1
51,52.64,2534.45,Month-to-month,Electronic check,DSL,1,1
18,46.43,825.21,One year,Credit card,DSL,1,0
47,93.41,4252.75,Month-to-month,Electronic check,No,4,0
32,60.89,1979.1,Month-to-month,Bank transfer,DSL,3,0
68,73.18,4933.99,Month-to-month,Credit card,Fiber optic,1,0
11,68.41,582.5,Month-to-month,Mailed check,Fiber optic,1,0
10,88.29,1061.41,Month-to-month,Electronic check,DSL,0,0
33,48.83,1688.27,One year,Bank transfer,DSL,4,0
37,43.11,1514.44,Month-to-month,Bank transfer,DSL,2,0
50,75.61,3806.56,Month-to-month,Electronic check,DSL,0,0
29,85.02,2450.61,Two year,Bank transfer,No,3,0
66,78.31,5012.51,Two year,Electronic check,Fiber optic,0,0
34,49.76,1704.65,Month-to-month,Mailed check,Fiber optic,0,0
9,86.94,670.65,Month-to-month,Mailed check,Fiber optic,2,0
8,51.4,241.14,Month-to-month,Credit card,No,0,0
71,56.96,3752.17,Month-to-month,Credit card,DSL,1,0
9,46.4,353.06,Month-to-month,Bank transfer,No,2,0
69,102.53,7176.55,Two year,Bank transfer,DSL,2,0
20,85.84,1591.67,One year,Electronic check,No,2,0
6,85.12,964.48,Month-to-month,Electronic check,DSL,0,1
22,101.18,2385.39,Two year,Credit card,DSL,0,1
44,130.0,5954.78,Month-to-month,Mailed check,Fiber optic,1,0
31,27.27,988.49,Month-to-month,Bank transfer,DSL,2,0
57,51.54,3271.33,Month-to-month,Bank transfer,Fiber optic,2,0
44,54.6,2260.55,Month-to-month,Mailed check,Fiber optic,0,1
29,48.73,952.22,Two year,Bank transfer,Fiber optic,3,0
46,43.06,1900.48,Month-to-month,Bank transfer,DSL,1,0
70,62.51,4476.09,One year,Electronic check,Fiber optic,0,0
30,39.58,1214.82,Month-to-month,Bank transfer,DSL,1,0
11,78.38,911.72,Two year,Electronic check,No,1,0
29,71.29,2305.25,One year,Mailed check,Fiber optic,1,1
61,82.03,5072.34,Month-to-month,Credit card,Fiber optic,1,0
15,82.69,1384.2,Month-to-month,Credit card,No,3,1
69,85.08,5701.07,Two year,Electronic check,Fiber optic,2,0
42,60.66,2350.75,Month-to-month,Bank transfer,Fiber optic,2,0
43,123.03,5580.77,Month-to-month,Bank transfer,DSL,2,0
23,75.86,1762.96,Two year,Bank transfer,Fiber optic,1,0
67,23.44,1458.16,Month-to-month,Credit card,Fiber optic,1,0
2,44.94,0.0,Month-to-month,Electronic check,DSL,2,1
21,26.49,439.39,Month-to-month,Bank transfer,Fiber optic,0,1
30,70.43,1985.39,Month-to-month,Mailed check,DSL,0,0
34,66.95,2045.5,Month-to-month,Electronic check,Fiber optic,0,0
34,58.29,1711.76,Month-to-month,Mailed check,DSL,4,0
10,120.27,1167.63,Month-to-month,Electronic check,Fiber optic,4,1
16,83.72,1232.87,Month-to-month,Bank transfer,No,1,0
6,88.15,728.2,Month-to-month,Bank transfer,DSL,2,1
41,46.72,1968.4,Two year,Bank transfer,Fiber optic,2,1
25,45.02,1173.29,One year,Electronic check,Fiber optic,6,0
41,70.92,2773.96,Month-to-month,Credit card,No,3,0
43,74.33,3174.2,Month-to-month,Electronic check,DSL,0,0
51,23.59,1268.18,One year,Mailed check,Fiber optic,2,0
39,65.49,2683.12,Month-to-month,Mailed check,Fiber optic,1,0
47,70.35,3289.63,Month-to-month,Bank transfer,Fiber optic,2,0
42,64.62,2908.34,One year,Mailed check,Fiber optic,0,0
47,49.67,2335.7,Month-to-month,Credit card,Fiber optic,1,1
45,56.51,2685.74,One year,Credit card,Fiber optic,1,0
23,65.58,1420.13,Two year,Credit card,DSL,2,0
17,72.27,902.32,Two year,Electronic check,Fiber optic,1,0
57,85.12,4900.13,Month-to-month,Credit card,Fiber optic,2,0
25,97.02,2556.09,Month-to-month,Electronic check,Fiber optic,2,0
40,62.64,2609.21,Month-to-month,Credit card,DSL,1,0
14,58.6,896.34,One year,Credit card,Fiber optic,3,1
31,80.94,2446.44,Two year,Electronic check,Fiber optic,3,0
38,85.27,3095.09,Two year,Electronic check,Fiber optic,2,0
45,59.14,2760.84,Month-to-month,Bank transfer,No,2,0
38,89.76,3487.63,Two year,Electronic check,Fiber optic,0,1
26,94.49,2355.77,Month-to-month,Credit card,Fiber optic,1,0
70,102.29,7360.15,Two year,Bank transfer,DSL,1,0
37,114.46,4076.03,Month-to-month,Bank transfer,No,2,0
59,48.34,2747.0,Month-to-month,Credit card,DSL,1,0
53,70.35,4022.97,Month-to-month,Electronic check,DSL,3,0
40,70.28,2967.62,Two year,Bank transfer,DSL,1,0
64,67.55,4258.64,Month-to-month,Credit card,DSL,4,0
9,53.77,535.64,Month-to-month,Electronic check,Fiber optic,5,1
67,32.86,2229.55,Month-to-month,Electronic check,DSL,2,0
62,72.32,3989.44,Month-to-month,Electronic check,DSL,0,0
36,50.79,1665.31,Two year,Mailed check,DSL,3,0
53,72.15,3814.79,Month-to-month,Electronic check,No,0,0
37,50.15,1791.32,Month-to-month,Electronic check,Fiber optic,1,0
19,42.51,852.14,One year,Credit card,No,1,0
58,75.86,4603.04,Month-to-month,Mailed check,No,2,0
17,73.77,1196.27,Month-to-month,Mailed check,No,3,0
22,84.48,1668.23,Month-to-month,Mailed check,Fiber optic,1,0
37,124.65,4670.4,Month-to-month,Credit card,DSL,2,0
61,76.93,4634.07,Month-to-month,Mailed check,DSL,1,1
28,82.13,2271.47,Month-to-month,Mailed check,DSL,1,0
36,43.06,1497.68,Month-to-month,Credit card,Fiber optic,1,0
3,37.83,517.01,One year,Electronic check,DSL,1,0
8,109.57,473.24,Two year,Mailed check,DSL,4,0
4,46.91,117.75,Two year,Bank transfer,Fiber optic,1,0
5,43.9,218.84,Month-to-month,Bank transfer,DSL,2,0
63,69.02,4207.81,Month-to-month,Credit card,DSL,0,0
61,67.75,4294.43,Two year,Credit card,DSL,2,0
59,47.44,2945.19,One year,Mailed check,Fiber optic,0,0
4,62.38,240.91,Month-to-month,Credit card,DSL,2,1
5,100.73,454.95,Month-to-month,Electronic check,DSL,3,0
20,49.85,976.85,Month-to-month,Electronic check,DSL,1,0
41,35.16,1422.62,Month-to-month,Credit card,Fiber optic,2,0
24,93.56,2231.45,Month-to-month,Electronic check,DSL,1,0
35,82.31,2846.92,Month-to-month,Mailed check,DSL,0,0
12,54.49,699.29,Two year,Bank transfer,No,2,1
53,30.45,1749.21,One year,Mailed check,No,1,0
22,51.38,909.01,One year,Credit card,DSL,0,0
4,68.63,85.41,Month-to-month,Mailed check,DSL,2,0
54,99.14,5038.92,One year,Bank transfer,DSL,2,0
65,44.09,3021.51,One year,Electronic check,Fiber optic,1,0
1,67.89,112.95,Month-to-month,Electronic check,DSL,1,0
31,86.88,2784.19,One year,Electronic check,No,1,0
60,18.0,822.69,One year,Bank transfer,Fiber optic,1,0
51,95.84,5209.37,Two year,Electronic check,Fiber optic,1,1
62,40.44,2397.61,Month-to-month,Bank transfer,DSL,0,0
30,78.3,2379.27,Two year,Mailed check,No,4,1
27,76.17,2210.3,Month-to-month,Bank transfer,Fiber optic,2,0
51,97.11,4775.19,Month-to-month,Credit card,Fiber optic,2,0
11,83.77,823.17,Month-to-month,Credit card,DSL,1,1
17,18.0,338.25,Month-to-month,Electronic check,Fiber optic,0,0
43,50.38,2680.71,Month-to-month,Credit card,Fiber optic,0,0
48,73.46,3580.05,Month-to-month,Credit card,No,1,0
8,65.13,810.15,One year,Bank transfer,Fiber optic,1,0
37,81.94,3248.81,Month-to-month,Electronic check,Fiber optic,0,0
26,89.73,2399.33,Two year,Bank transfer,Fiber optic,0,0
36,85.21,2889.55,Month-to-month,Bank transfer,Fiber optic,1,0
69,64.64,4651.13,One year,Bank transfer,No,2,0
5,23.84,0.0,Two year,Mailed check,Fiber optic,2,0
72,58.61,4508.29,Two year,Bank transfer,DSL,1,0
32,80.41,2609.1,One year,Bank transfer,DSL,0,0
56,42.74,1916.33,One year,Mailed check,Fiber optic,1,1
30,85.78,2512.16,Month-to-month,Credit card,No,3,0
22,92.71,2157.33,Month-to-month,Bank transfer,DSL,2,0
56,73.17,4054.95,Month-to-month,Mailed check,Fiber optic,1,0
50,18.0,1028.7,Month-to-month,Bank transfer,No,0,0
10,38.05,227.47,Month-to-month,Credit card,Fiber optic,0,0
51,117.15,5739.81,Month-to-month,Mailed check,DSL,1,0
54,56.34,3029.31,Two year,Bank transfer,DSL,1,0
28,20.4,576.78,Two year,Electronic check,Fiber optic,2,0
67,100.88,6696.33,Two year,Mailed check,DSL,0,0
46,70.33,3456.27,One year,Bank transfer,Fiber optic,1,0
24,97.62,2189.93,Month-to-month,Credit card,Fiber optic,1,0
0,76.92,56.37,Month-to-month,Bank transfer,Fiber optic,1,0
49,81.46,4003.97,One year,Bank transfer,Fiber optic,3,0
15,79.08,905.92,One year,Mailed check,DSL,2,0
55,87.44,4571.62,Month-to-month,Bank transfer,DSL,2,0
38,126.94,4825.7,Month-to-month,Mailed check,DSL,1,1
34,94.28,3561.97,Month-to-month,Electronic check,DSL,1,0
11,30.49,439.68,Month-to-month,Electronic check,Fiber optic,1,1
51,81.17,3828.88,Month-to-month,Bank transfer,DSL,2,0
12,98.54,622.56,Month-to-month,Credit card,Fiber optic,1,0
30,100.07,3133.98,One year,Mailed check,DSL,1,0
61,59.33,3602.11,Two year,Credit card,DSL,0,0
67,99.12,6846.71,Month-to-month,Credit card,DSL,3,0
72,93.19,6551.41,One year,Bank transfer,Fiber optic,1,0
69,130.0,9033.04,Two year,Credit card,Fiber optic,4,0
40,51.25,2202.31,Month-to-month,Mailed check,Fiber optic,2,0
14,57.31,721.87,One year,Mailed check,DSL,4,1
61,62.35,3726.47,Month-to-month,Bank transfer,Fiber optic,1,0
58,57.74,3353.73,One year,Bank transfer,Fiber optic,1,0
72,47.75,3535.64,Month-to-month,Bank transfer,DSL,1,0
47,18.0,843.42,Two year,Mailed check,DSL,0,0
10,59.13,766.64,Two year,Credit card,DSL,0,1
36,79.23,2769.27,Month-to-month,Electronic check,DSL,1,0
32,57.67,1606.31,Month-to-month,Electronic check,No,0,0
61,118.38,7577.31,Month-to-month,Mailed check,Fiber optic,0,0
28,70.33,1860.53,One year,Electronic check,Fiber optic,2,0
23,102.28,2250.02,One year,Mailed check,Fiber optic,1,0
5,76.54,370.83,Month-to-month,Bank transfer,Fiber optic,0,0
60,90.66,5451.7,Two year,Mailed check,Fiber optic,1,0
55,76.98,4164.35,Month-to-month,Electronic check,DSL,0,0
3,104.22,309.52,Month-to-month,Mailed check,Fiber optic,0,1
31,71.4,2206.2,Month-to-month,Bank transfer,DSL,1,0
35,82.4,2915.57,Month-to-month,Credit card,DSL,0,0
34,79.16,2267.04,Month-to-month,Credit card,DSL,3,0
67,62.79,4545.68,Month-to-month,Bank transfer,Fiber optic,4,0
10,80.12,774.73,Month-to-month,Electronic check,Fiber optic,2,1
22,125.86,2873.42,Two year,Electronic check,Fiber optic,0,1
13,63.24,574.06,Month-to-month,Mailed check,DSL,1,0
17,80.49,1283.49,Two year,Electronic check,No,2,0
66,101.44,6574.32,Month-to-month,Bank transfer,DSL,0,0
68,98.51,6962.98,One year,Mailed check,Fiber optic,3,0
3,70.29,105.43,Month-to-month,Credit card,Fiber optic,0,0
46,18.0,964.45,One year,Mailed check,Fiber optic,0,0
16,82.92,1209.61,Month-to-month,Mailed check,Fiber optic,0,1
14,18.0,170.53,Month-to-month,Bank transfer,Fiber optic,1,0
21,106.75,2197.52,Month-to-month,Electronic check,Fiber optic,0,0
14,74.24,1270.41,Month-to-month,Credit card,DSL,1,0
35,94.99,2984.54,Two year,Bank transfer,Fiber optic,0,0
72,47.45,3179.38,Two year,Bank transfer,DSL,2,0
42,31.19,959.35,One year,Mailed check,Fiber optic,1,0
52,76.52,3783.23,Month-to-month,Credit card,Fiber optic,2,1
36,69.16,2343.67,Two year,Credit card,Fiber optic,2,0
1,57.71,0.0,One year,Electronic check,Fiber optic,1,1
6,72.12,300.55,Month-to-month,Bank transfer,DSL,1,0
19,130.0,2107.35,Month-to-month,Credit card,Fiber optic,2,1
17,90.86,1361.44,One year,Mailed check,DSL,0,0
61,96.24,6086.56,Month-to-month,Bank transfer,Fiber optic,2,0
61,91.1,5629.65,Month-to-month,Credit card,Fiber optic,0,0
62,106.99,6666.91,One year,Mailed check,Fiber optic,1,0
46,65.25,2820.92,Month-to-month,Bank transfer,DSL,2,0
40,18.63,468.74,Month-to-month,Bank transfer,DSL,1,0
47,65.29,2863.36,Month-to-month,Electronic check,Fiber optic,0,0
29,90.29,2610.73,One year,Electronic check,DSL,1,0
48,45.75,2352.51,Two year,Bank transfer,DSL,2,0
57,65.59,3901.1,Two year,Electronic check,DSL,2,0
55,52.71,3012.33,One year,Credit card,Fiber optic,2,0
44,107.55,4599.47,One year,Bank transfer,DSL,1,0
4,88.74,359.36,One year,Bank transfer,Fiber optic,1,1
52,86.29,4429.16,Month-to-month,Mailed check,No,3,0
26,85.54,2187.83,Month-to-month,Mailed check,Fiber optic,1,0
54,69.07,4096.4,One year,Mailed check,DSL,1,0
39,74.94,2605.46,One year,Bank transfer,DSL,1,0
64,40.37,2541.46,Month-to-month,Mailed check,DSL,3,0
24,18.0,650.11,Two year,Mailed check,Fiber optic,3,0
67,73.75,4677.53,One year,Electronic check,Fiber optic,2,0
61,78.1,4648.21,Month-to-month,Bank transfer,DSL,2,1
24,100.23,2310.33,Month-to-month,Bank transfer,DSL,2,1
35,109.28,3784.73,Month-to-month,Bank transfer,DSL,2,0
38,109.25,3864.23,Month-to-month,Mailed check,DSL,2,0
56,45.05,2629.92,Month-to-month,Electronic check,No,0,0
50,61.19,3179.6,Month-to-month,Mailed check,DSL,1,0
62,82.01,5176.03,Month-to-month,Mailed check,DSL,0,0
27,130.0,3353.33,Month-to-month,Electronic check,DSL,1,1
36,107.0,3867.66,One year,Credit card,DSL,1,0
31,97.98,2875.63,One year,Mailed check,DSL,2,0
66,60.31,3920.28,Month-to-month,Mailed check,Fiber optic,2,0
22,47.92,1441.86,Month-to-month,Bank transfer,DSL,2,0
42,89.72,3785.58,Month-to-month,Credit card,DSL,1,1
8,42.48,126.11,Month-to-month,Mailed check,Fiber optic,3,1
62,64.04,4002.88,Month-to-month,Bank transfer,Fiber optic,0,0
28,67.13,1636.33,Month-to-month,Electronic check,DSL,1,1
24,109.82,2419.93,Month-to-month,Bank transfer,No,4,1
42,61.13,2380.17,Two year,Electronic check,DSL,0,1
36,18.0,568.02,Month-to-month,Electronic check,No,2,0
61,82.61,5207.93,Two year,Bank transfer,No,0,0
38,52.52,2100.04,Month-to-month,Electronic check,Fiber optic,1,0
37,71.07,2723.57,Month-to-month,Electronic check,DSL,1,0
7,67.83,277.02,Two year,Electronic check,Fiber optic,1,1
1,63.16,0.0,Month-to-month,Credit card,Fiber optic,2,0
29,89.76,2651.96,One year,Bank transfer,DSL,5,0
72,31.68,2167.75,Two year,Mailed check,Fiber optic,1,0
66,57.07,3716.82,Month-to-month,Credit card,Fiber optic,3,0
45,87.1,3998.99,Month-to-month,Mailed check,No,2,1
46,54.65,2451.02,Month-to-month,Credit card,Fiber optic,2,0
28,29.78,874.53,Month-to-month,Mailed check,No,2,0
12,86.71,1327.26,Month-to-month,Electronic check,Fiber optic,1,0
0,98.08,0.0,Month-to-month,Electronic check,Fiber optic,1,1
24,68.88,1865.28,Two year,Mailed check,Fiber optic,0,1
23,20.98,583.2,One year,Electronic check,No,3,0
13,87.65,875.34,Month-to-month,Electronic check,No,2,1
18,28.5,314.67,Month-to-month,Mailed check,No,1,0
1,77.72,0.0,One year,Credit card,Fiber optic,1,0
44,47.81,1949.92,Two year,Electronic check,Fiber optic,1,0
67,41.0,2731.02,Month-to-month,Electronic check,DSL,0,0
50,58.95,3058.25,Month-to-month,Credit card,No,0,0
32,65.42,2319.29,Two year,Electronic check,DSL,0,0
30,53.89,1672.32,Two year,Credit card,DSL,2,0
22,84.72,1783.56,Two year,Bank transfer,Fiber optic,2,0
10,58.85,213.68,Month-to-month,Credit card,Fiber optic,1,1
43,94.5,4076.41,Month-to-month,Bank transfer,Fiber optic,1,1
41,77.03,3162.84,Month-to-month,Bank transfer,DSL,0,0
0,52.56,32.93,Month-to-month,Electronic check,DSL,1,0
30,48.35,1829.67,Two year,Bank transfer,DSL,0,0
20,28.81,799.56,Month-to-month,Bank transfer,DSL,1,0
12,77.27,1068.53,One year,Credit card,DSL,1,1
51,61.14,2944.73,Two year,Electronic check,Fiber optic,2,0
38,18.0,591.66,Two year,Electronic check,DSL,2,0
46,56.61,2586.86,One year,Electronic check,DSL,2,0
52,47.47,2329.08,Two year,Credit card,DSL,1,0
71,109.39,7856.91,Month-to-month,Electronic check,Fiber optic,2,0
58,27.43,1655.21,Month-to-month,Credit card,No,1,0
45,33.97,1332.58,Month-to-month,Mailed check,DSL,3,0
64,97.75,6471.38,Two year,Mailed check,DSL,1,1
34,103.92,3551.66,Two year,Credit card,Fiber optic,2,0
71,51.38,3336.42,Month-to-month,Bank transfer,DSL,0,0
55,54.2,2971.64,Month-to-month,Bank transfer,Fiber optic,1,0
47,85.41,4064.69,Month-to-month,Credit card,No,1,0
65,18.0,1345.1,Month-to-month,Credit card,Fiber optic,1,0
37,23.47,807.65,Two year,Bank transfer,No,2,0
52,62.98,3424.08,Month-to-month,Mailed check,Fiber optic,2,0
20,108.75,2208.63,One year,Credit card,Fiber optic,2,0
70,59.11,3900.76,Month-to-month,Bank transfer,DSL,2,0
45,72.52,3008.82,Month-to-month,Credit card,DSL,2,0
57,98.34,5807.71,Month-to-month,Credit card,DSL,1,0
33,122.67,4263.46,Two year,Bank transfer,Fiber optic,2,0
63,55.58,3559.59,One year,Mailed check,Fiber optic,1,0
5,69.58,617.12,Month-to-month,Credit card,DSL,2,0
8,115.55,1114.6,Month-to-month,Credit card,Fiber optic,1,0
37,31.95,1305.02,Two year,Electronic check,DSL,3,0
53,95.69,4907.51,Two year,Bank transfer,DSL,3,0
59,44.54,2939.64,Two year,Bank transfer,DSL,1,0
32,72.56,2418.51,One year,Bank transfer,Fiber optic,0,0
47,63.93,2935.47,Two year,Credit card,Fiber optic,1,0
40,46.05,1721.7,Month-to-month,Mailed check,Fiber optic,4,0
70,45.42,3225.79,One year,Credit card,DSL,2,0
47,76.91,3314.0,Month-to-month,Bank transfer,Fiber optic,0,0
30,94.89,2972.6,One year,Electronic check,No,1,0
70,66.76,4501.32,Two year,Bank transfer,DSL,1,0
7,71.75,568.98,Two year,Electronic check,Fiber optic,1,1
71,84.28,5889.94,Month-to-month,Credit card,DSL,1,0
11,45.71,455.21,One year,Credit card,DSL,2,0
21,88.49,1722.09,Two year,Credit card,Fiber optic,0,1
59,90.48,5309.51,Two year,Bank transfer,DSL,1,0
53,130.0,7230.09,One year,Mailed check,Fiber optic,2,0
70,60.6,4491.13,Month-to-month,Mailed check,No,1,1
54,58.55,3225.4,Month-to-month,Credit card,DSL,2,0
46,89.22,4099.76,Two year,Electronic check,DSL,2,0
25,90.48,2413.9,One year,Credit card,Fiber optic,0,0
0,56.62,203.39,One year,Mailed check,Fiber optic,0,0
9,59.92,389.92,One year,Bank transfer,No,1,1
21,83.53,1740.15,Month-to-month,Bank transfer,DSL,1,0
2,49.31,0.0,Month-to-month,Electronic check,Fiber optic,0,1
37,59.74,2412.41,Two year,Electronic check,No,1,0
56,72.24,4417.13,Month-to-month,Electronic check,DSL,1,1
70,94.9,6657.31,One year,Credit card,Fiber optic,0,0
35,54.89,1538.47,One year,Electronic check,Fiber optic,1,1
63,23.94,1617.84,Two year,Bank transfer,Fiber optic,1,0
71,22.09,1405.3,Month-to-month,Electronic check,DSL,1,0
62,38.51,2268.51,One year,Credit card,Fiber optic,0,0
33,37.17,1339.42,Month-to-month,Credit card,DSL,3,0
23,66.13,1566.92,Month-to-month,Mailed check,No,0,0
71,40.28,2771.88,Month-to-month,Electronic check,DSL,2,0
17,52.43,774.4,Month-to-month,Mailed check,DSL,1,0
30,50.65,1542.09,Two year,Bank transfer,No,0,0
5,58.99,221.23,Two year,Bank transfer,DSL,2,0
57,103.06,5674.91,Month-to-month,Bank transfer,Fiber optic,1,1
47,86.55,4007.93,Two year,Bank transfer,DSL,2,1
6,70.4,483.55,Month-to-month,Bank transfer,Fiber optic,4,1
16,58.47,903.53,One year,Electronic check,DSL,1,0
40,59.17,2112.34,Two year,Electronic check,Fiber optic,0,0
39,78.19,3227.58,One year,Credit card,Fiber optic,1,0
58,84.6,4414.06,Month-to-month,Bank transfer,DSL,0,1
19,47.31,818.54,Month-to-month,Credit card,DSL,1,0
67,70.91,4639.47,Month-to-month,Bank transfer,DSL,2,0
32,19.21,641.38,Two year,Mailed check,Fiber optic,0,0
60,75.29,4618.67,One year,Bank transfer,DSL,3,0
17,89.05,1716.73,Month-to-month,Bank transfer,DSL,0,1
2,63.0,0.0,Month-to-month,Electronic check,DSL,1,1
4,115.41,567.24,Two year,Mailed check,Fiber optic,4,1
27,47.97,1330.41,Month-to-month,Bank transfer,Fiber optic,2,0
69,75.44,4897.01,One year,Electronic check,Fiber optic,3,0
3,69.1,549.41,One year,Electronic check,No,2,1
26,67.49,1495.83,Month-to-month,Electronic check,Fiber optic,2,1
7,67.14,545.5,Month-to-month,Bank transfer,Fiber optic,0,0
68,72.68,5012.27,Month-to-month,Electronic check,Fiber optic,1,0
49,91.2,4518.36,Month-to-month,Mailed check,DSL,3,1
55,104.44,5655.36,One year,Electronic check,No,0,0
52,69.94,3785.98,Two year,Mailed check,Fiber optic,1,0
47,90.38,3967.13,Month-to-month,Electronic check,Fiber optic,2,0
56,52.46,2925.68,Month-to-month,Credit card,DSL,2,1
0,89.15,0.0,Month-to-month,Mailed check,DSL,0,1
63,50.95,3087.95,Month-to-month,Electronic check,Fiber optic,3,1
54,97.27,5329.57,One year,Bank transfer,Fiber optic,1,0
53,125.27,6833.05,One year,Credit card,Fiber optic,1,0
28,66.95,1812.76,One year,Credit card,Fiber optic,3,0
58,18.0,1184.52,Month-to-month,Credit card,Fiber optic,1,0
27,56.3,1529.0,Month-to-month,Mailed check,DSL,2,0
3,100.8,141.7,Month-to-month,Mailed check,DSL,0,0
66,83.83,5486.15,Two year,Mailed check,DSL,2,1
17,76.22,1241.88,One year,Mailed check,Fiber optic,2,1
7,95.22,541.12,Two year,Credit card,Fiber optic,0,0
45,82.11,3772.14,Month-to-month,Electronic check,No,3,0
17,100.44,1749.77,Month-to-month,Credit card,Fiber optic,0,1
62,92.99,5478.79,One year,Credit card,Fiber optic,3,0
32,108.04,3160.09,Month-to-month,Credit card,Fiber optic,1,1
0,78.97,76.44,One year,Bank transfer,Fiber optic,3,1
69,92.63,6244.82,Month-to-month,Credit card,No,0,0
37,62.32,2360.27,Two year,Electronic check,Fiber optic,3,1
19,54.96,1184.87,Month-to-month,Credit card,DSL,1,1
49,112.67,5292.02,Two year,Bank transfer,Fiber optic,2,0
38,75.41,2611.32,Month-to-month,Credit card,DSL,2,0
2,90.12,481.64,Month-to-month,Electronic check,DSL,0,0
55,73.09,4083.43,Month-to-month,Credit card,Fiber optic,2,0
29,55.34,1529.31,Month-to-month,Bank transfer,Fiber optic,1,0
51,70.27,3415.89,Two year,Electronic check,DSL,2,0
65,105.9,6791.61,Two year,Bank transfer,DSL,1,0
44,83.88,3476.46,Two year,Electronic check,No,1,0
49,27.21,1492.46,Two year,Electronic check,DSL,1,0
18,64.62,1023.32,One year,Bank transfer,DSL,2,0
17,114.56,2144.31,Month-to-month,Credit card,Fiber optic,1,1
30,64.66,1867.54,Two year,Electronic check,No,1,0
62,24.99,1361.45,Month-to-month,Mailed check,Fiber optic,4,0
38,117.33,4381.66,Two year,Mailed check,Fiber optic,1,1
25,87.06,1704.15,Month-to-month,Bank transfer,DSL,2,0
56,68.25,3800.24,One year,Electronic check,DSL,2,0
62,60.71,3733.68,Month-to-month,Bank transfer,Fiber optic,0,0
65,97.06,6457.28,Month-to-month,Mailed check,No,2,0
21,56.45,845.92,Month-to-month,Credit card,DSL,1,0
51,98.71,5243.16,Month-to-month,Mailed check,DSL,2,0
43,83.55,3740.57,Month-to-month,Mailed check,DSL,4,0
32,76.12,2661.11,Month-to-month,Electronic check,DSL,2,1
28,73.64,2052.37,Month-to-month,Credit card,DSL,1,1
8,65.63,707.51,One year,Credit card,DSL,3,0
20,96.14,1658.0,Month-to-month,Mailed check,Fiber optic,4,0
40,48.37,2063.01,Two year,Mailed check,DSL,0,0
64,29.45,1746.11,Month-to-month,Credit card,Fiber optic,0,0
63,85.36,5080.49,One year,Mailed check,Fiber optic,2,0
13,85.78,912.81,Month-to-month,Electronic check,Fiber optic,1,0
49,82.01,4019.29,Month-to-month,Electronic check,No,2,0
6,80.19,332.79,Month-to-month,Bank transfer,Fiber optic,0,0
49,61.99,3105.03,One year,Electronic check,DSL,2,0
24,89.69,1827.01,Month-to-month,Electronic check,Fiber optic,2,0
32,68.86,1820.68,Month-to-month,Electronic check,DSL,2,0
52,57.82,3253.78,Month-to-month,Credit card,DSL,1,0
31,62.2,2090.97,Month-to-month,Credit card,DSL,3,0
58,120.52,6801.05,Month-to-month,Credit card,No,0,0
38,26.63,1011.23,One year,Mailed check,DSL,1,0
72,82.49,6123.13,Month-to-month,Mailed check,Fiber optic,4,1
